,Gender,Age,No_Pol,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,Policy Start Year,Policy Start Month,Policy Start Day,Policy End Year,Policy End Month,Policy End Day,First Transaction Year,First Transaction Month,First Transaction Day,target
942,2.0,64,2,8.0,4.0,26.0,115.0,73.0,1,2010,2,10,2011,2,9,2010,2,10,0
943,3.0,120,1,0.0,38.0,62.0,247.0,73.0,0,2010,4,18,2011,4,17,2010,4,18,0
944,1.0,60,1,8.0,1.0,67.0,258.0,111.0,1,2010,6,19,2011,6,18,2010,6,19,0
945,3.0,37,1,2.0,25.0,26.0,258.0,111.0,1,2010,10,17,2011,1,17,2010,10,17,0
946,3.0,54,1,16.0,37.0,67.0,98.0,44.0,6,2010,2,1,2011,1,31,2010,2,1,0
947,1.0,45,1,16.0,45.0,29.0,103.0,46.0,1,2010,4,23,2011,4,22,2010,4,23,0
948,3.0,50,1,8.0,0.0,67.0,258.0,111.0,5,2010,3,1,2011,3,1,2010,3,1,0
949,3.0,42,1,16.0,45.0,7.0,115.0,73.0,1,2010,12,22,2011,12,21,2010,12,22,1
950,3.0,44,1,16.0,4.0,21.0,84.0,39.0,6,2010,2,19,2011,2,18,2010,2,19,0
951,3.0,36,1,8.0,45.0,26.0,258.0,111.0,5,2010,7,2,2011,7,1,2010,7,2,0
952,3.0,34,1,16.0,45.0,74.0,258.0,111.0,1,2010,11,25,2011,11,23,2010,11,25,0
953,1.0,35,1,16.0,45.0,74.0,258.0,111.0,5,2010,11,7,2011,11,6,2010,11,7,0
954,3.0,40,1,8.0,37.0,49.0,57.0,23.0,1,2010,2,27,2011,2,26,2010,2,27,0
955,3.0,36,1,2.0,7.0,42.0,84.0,39.0,1,2010,12,30,2011,6,29,2010,12,30,0
956,1.0,39,1,8.0,1.0,67.0,258.0,111.0,1,2010,3,21,2011,3,20,2010,3,21,0
957,3.0,55,1,13.0,38.0,46.0,69.0,23.0,0,2010,6,13,2011,6,12,2010,6,13,0
958,3.0,3,1,16.0,45.0,74.0,258.0,111.0,5,2010,11,29,2011,11,28,2010,11,29,0
959,3.0,51,5,2.0,45.0,67.0,237.0,73.0,6,2010,2,23,2011,2,22,2010,2,23,0
960,3.0,28,1,2.0,0.0,67.0,258.0,111.0,1,2010,4,8,2011,4,1,2010,4,8,0
961,3.0,40,1,16.0,45.0,74.0,258.0,111.0,5,2010,8,29,2011,8,27,2010,8,29,0
962,3.0,71,1,8.0,37.0,67.0,258.0,111.0,1,2010,9,10,2011,3,22,2010,9,10,1
963,3.0,78,2,2.0,4.0,29.0,79.0,73.0,1,2010,10,14,2011,8,22,2010,10,14,0
964,1.0,54,3,8.0,45.0,67.0,93.0,99.0,1,2010,2,11,2011,2,10,2010,2,11,0
965,1.0,36,1,8.0,4.0,67.0,258.0,111.0,1,2010,7,25,2011,5,29,2010,7,25,0
966,2.0,54,1,4.0,25.0,67.0,258.0,111.0,1,2010,2,25,2011,2,24,2010,2,25,1
967,2.0,50,1,8.0,45.0,67.0,258.0,111.0,5,2010,12,17,2011,12,16,2010,12,17,0
968,3.0,44,1,16.0,45.0,67.0,213.0,93.0,1,2010,4,16,2011,4,15,2010,4,16,0
969,3.0,39,2,8.0,37.0,67.0,258.0,111.0,1,2010,12,17,2011,3,23,2010,12,17,0
970,3.0,36,2,8.0,45.0,29.0,248.0,27.0,1,2010,4,30,2011,4,28,2010,4,30,1
971,3.0,29,1,8.0,45.0,67.0,52.0,31.0,1,2010,2,22,2011,2,21,2010,2,22,1
972,3.0,40,1,16.0,45.0,74.0,258.0,111.0,5,2010,10,15,2011,10,14,2010,10,15,0
973,1.0,26,1,8.0,11.0,54.0,115.0,73.0,1,2010,8,23,2011,7,31,2010,8,23,0
974,3.0,36,2,8.0,45.0,49.0,246.0,13.0,1,2010,1,22,2011,1,21,2010,1,22,0
975,3.0,42,1,16.0,0.0,58.0,247.0,73.0,1,2010,1,17,2011,1,16,2010,1,17,0
976,3.0,39,2,16.0,45.0,74.0,165.0,73.0,1,2010,11,7,2011,11,6,2010,11,7,0
977,3.0,45,2,16.0,4.0,26.0,84.0,39.0,6,2010,12,3,2011,12,2,2010,12,3,0
978,3.0,37,1,8.0,38.0,49.0,247.0,73.0,1,2010,5,27,2011,5,26,2010,5,27,0
979,3.0,46,1,8.0,45.0,67.0,258.0,111.0,5,2010,6,20,2011,6,19,2010,6,20,0
980,3.0,51,1,8.0,45.0,67.0,258.0,111.0,5,2010,11,2,2011,11,1,2010,11,2,0
981,3.0,45,1,8.0,4.0,29.0,187.0,82.0,2,2010,4,8,2011,4,7,2010,4,8,0
982,3.0,46,2,2.0,45.0,26.0,121.0,73.0,2,2010,10,29,2011,10,28,2010,10,29,0
983,3.0,37,1,16.0,4.0,21.0,237.0,73.0,1,2010,1,27,2011,1,26,2010,1,27,0
984,3.0,50,1,16.0,45.0,74.0,258.0,111.0,5,2010,8,16,2011,8,15,2010,8,16,0
985,3.0,40,1,8.0,4.0,67.0,214.0,94.0,1,2010,1,8,2011,1,7,2010,1,8,0
986,3.0,42,1,8.0,45.0,26.0,154.0,23.0,5,2010,8,22,2011,8,21,2010,8,22,0
987,1.0,61,1,16.0,45.0,74.0,258.0,111.0,4,2010,10,23,2011,10,21,2010,10,23,0
988,1.0,53,1,2.0,45.0,67.0,258.0,111.0,5,2010,1,1,2010,12,31,2010,1,1,0
989,3.0,38,1,8.0,45.0,67.0,258.0,111.0,2,2010,5,8,2011,5,6,2010,5,8,0
990,3.0,45,1,8.0,45.0,26.0,258.0,111.0,5,2010,1,2,2011,1,1,2010,1,2,0
991,3.0,48,1,8.0,45.0,48.0,258.0,111.0,5,2010,1,12,2011,1,11,2010,1,12,0
992,3.0,20,1,16.0,4.0,49.0,115.0,73.0,1,2010,9,10,2011,9,9,2010,9,10,0
993,3.0,64,2,8.0,25.0,67.0,104.0,23.0,1,2010,4,3,2011,4,2,2010,4,3,0
994,3.0,66,1,2.0,37.0,15.0,258.0,111.0,1,2010,2,13,2011,2,12,2010,2,13,0
995,0.0,40,4,8.0,4.0,52.0,103.0,46.0,1,2010,1,14,2011,1,13,2010,1,14,0
996,1.0,39,1,8.0,4.0,49.0,258.0,111.0,1,2010,4,1,2011,3,31,2010,4,1,0
997,3.0,48,1,16.0,37.0,21.0,247.0,73.0,1,2010,7,11,2011,7,10,2010,7,11,0
998,3.0,38,1,8.0,37.0,67.0,258.0,111.0,1,2010,9,13,2011,9,12,2010,9,13,1
999,3.0,37,1,16.0,45.0,74.0,258.0,111.0,5,2010,10,30,2011,10,29,2010,10,30,0
1000,3.0,53,1,16.0,45.0,74.0,258.0,111.0,1,2010,9,6,2011,8,8,2010,9,6,0
1001,3.0,42,1,8.0,26.0,67.0,160.0,73.0,1,2010,6,6,2011,6,5,2010,6,6,0
1002,7.0,36,1,16.0,45.0,74.0,247.0,73.0,1,2010,10,30,2011,10,29,2010,10,30,0
1003,3.0,51,1,16.0,45.0,67.0,84.0,39.0,1,2010,6,17,2011,2,22,2010,6,17,0
1004,1.0,120,1,16.0,33.0,29.0,16.0,7.0,1,2010,11,28,2011,11,27,2010,11,28,0
1005,3.0,31,1,16.0,45.0,74.0,258.0,111.0,5,2010,12,23,2011,12,22,2010,12,23,0
1006,3.0,38,2,8.0,7.0,67.0,22.0,73.0,1,2010,8,2,2011,8,1,2010,8,2,0
1007,3.0,11,5,2.0,7.0,29.0,258.0,111.0,1,2010,2,20,2011,2,19,2010,2,20,0
1008,1.0,49,2,16.0,45.0,74.0,258.0,111.0,1,2010,7,30,2011,2,9,2010,7,30,0
1009,4.0,20,3,16.0,0.0,67.0,87.0,23.0,1,2010,8,14,2011,8,13,2010,8,14,0
1010,7.0,120,1,16.0,4.0,30.0,247.0,73.0,6,2010,3,27,2011,3,26,2010,3,27,0
1011,1.0,42,1,8.0,37.0,67.0,258.0,111.0,1,2010,7,24,2011,7,23,2010,7,24,0
1012,3.0,50,1,8.0,45.0,26.0,115.0,73.0,5,2010,2,8,2011,2,7,2010,2,8,0
1013,1.0,40,1,8.0,45.0,69.0,258.0,111.0,5,2010,4,30,2011,4,29,2010,4,30,0
1014,5.0,6,1,2.0,45.0,49.0,158.0,73.0,1,2010,7,10,2011,5,5,2010,7,10,0
1015,3.0,34,1,8.0,4.0,49.0,258.0,111.0,1,2010,4,16,2011,4,15,2010,4,16,0
1016,3.0,39,1,8.0,45.0,67.0,158.0,73.0,1,2010,5,12,2011,5,11,2010,5,12,0
1017,3.0,38,1,8.0,45.0,26.0,187.0,82.0,5,2010,3,22,2011,3,21,2010,3,22,0
1018,3.0,31,1,16.0,45.0,74.0,258.0,111.0,5,2010,11,19,2011,11,18,2010,11,19,0
1019,3.0,45,1,8.0,45.0,67.0,258.0,111.0,5,2010,7,2,2011,7,1,2010,7,2,0
1020,1.0,50,1,8.0,45.0,21.0,157.0,73.0,1,2010,8,22,2011,8,20,2010,8,22,1
1021,1.0,65,1,8.0,45.0,38.0,258.0,111.0,5,2010,4,10,2011,4,9,2010,4,10,0
1022,3.0,68,1,8.0,45.0,54.0,258.0,111.0,5,2010,7,17,2011,7,16,2010,7,17,0
1023,3.0,53,1,8.0,45.0,29.0,258.0,111.0,5,2010,3,14,2011,3,13,2010,3,14,0
1024,2.0,35,1,16.0,37.0,42.0,155.0,111.0,2,2010,1,19,2011,1,18,2010,1,19,0
1025,3.0,40,1,8.0,25.0,67.0,100.0,44.0,1,2010,9,27,2011,6,13,2010,9,27,0
1026,3.0,3,1,16.0,45.0,74.0,86.0,23.0,1,2010,9,12,2011,3,5,2010,9,12,0
1027,3.0,41,1,2.0,22.0,67.0,34.0,73.0,1,2010,5,14,2011,5,13,2010,5,14,0
1028,1.0,50,1,8.0,45.0,67.0,115.0,73.0,5,2010,2,1,2011,1,31,2010,2,1,0
1029,3.0,46,1,16.0,45.0,74.0,258.0,111.0,2,2010,9,25,2011,9,24,2010,9,25,0
1030,3.0,51,1,16.0,45.0,74.0,258.0,111.0,5,2010,12,23,2011,12,22,2010,12,23,0
1031,3.0,35,1,8.0,45.0,67.0,24.0,11.0,5,2010,1,8,2011,1,7,2010,1,8,0
1032,3.0,1,1,16.0,45.0,74.0,258.0,111.0,5,2010,8,8,2011,8,7,2010,8,8,0
1033,3.0,46,2,8.0,45.0,67.0,258.0,111.0,5,2010,11,27,2011,11,26,2010,11,27,0
1034,2.0,51,1,8.0,45.0,67.0,258.0,111.0,5,2010,5,30,2011,5,29,2010,5,30,0
1035,1.0,1,1,8.0,45.0,67.0,258.0,111.0,5,2010,3,27,2011,3,26,2010,3,27,0
1036,1.0,38,2,16.0,45.0,74.0,258.0,111.0,1,2010,8,28,2011,2,25,2010,8,28,0
1037,1.0,50,1,8.0,4.0,29.0,258.0,111.0,5,2010,1,7,2011,1,6,2010,1,7,0
1038,3.0,32,3,16.0,45.0,74.0,52.0,31.0,1,2010,8,15,2011,8,14,2010,8,15,0
1039,3.0,46,1,16.0,45.0,7.0,237.0,73.0,2,2010,4,6,2011,4,5,2010,4,6,0
1040,1.0,30,2,8.0,45.0,67.0,214.0,94.0,2,2010,6,2,2011,6,1,2010,6,2,0
1041,3.0,55,1,16.0,45.0,49.0,16.0,7.0,1,2010,2,28,2011,2,27,2010,2,28,0
1042,1.0,37,1,2.0,22.0,2.0,115.0,73.0,1,2010,12,9,2011,12,8,2010,12,9,0
1043,1.0,52,1,2.0,4.0,42.0,258.0,111.0,1,2010,5,22,2011,5,21,2010,5,22,0
1044,3.0,51,1,16.0,26.0,67.0,35.0,14.0,1,2010,12,28,2011,12,27,2010,12,28,0
1045,1.0,41,1,8.0,45.0,67.0,258.0,111.0,5,2010,6,7,2011,6,6,2010,6,7,0
1046,1.0,44,1,8.0,45.0,38.0,258.0,111.0,4,2010,4,9,2011,4,9,2010,4,9,0
1047,1.0,38,1,0.0,45.0,67.0,258.0,111.0,0,2010,5,21,2011,5,20,2010,5,21,0
1048,1.0,2,1,16.0,45.0,74.0,258.0,111.0,5,2010,10,23,2011,10,22,2010,10,23,0
1049,1.0,36,2,2.0,45.0,49.0,157.0,73.0,5,2010,6,24,2011,6,23,2010,6,24,0
1050,1.0,42,2,2.0,4.0,38.0,247.0,73.0,1,2010,10,3,2011,10,2,2010,10,3,0
1051,1.0,65,1,8.0,26.0,67.0,258.0,111.0,1,2010,3,1,2011,2,28,2010,3,1,1
1052,3.0,20,1,8.0,45.0,26.0,258.0,111.0,5,2010,12,17,2011,12,16,2010,12,17,0
1053,3.0,40,1,8.0,45.0,58.0,258.0,111.0,5,2010,6,6,2011,6,5,2010,6,6,0
1054,1.0,67,1,8.0,4.0,38.0,103.0,46.0,1,2010,2,20,2011,2,19,2010,2,20,0
1055,2.0,56,1,2.0,4.0,50.0,258.0,111.0,1,2010,12,17,2011,12,16,2010,12,17,0
1056,1.0,37,1,16.0,45.0,42.0,84.0,39.0,1,2010,12,6,2011,6,5,2010,12,6,0
1057,3.0,38,2,2.0,38.0,67.0,115.0,73.0,1,2010,11,1,2011,2,11,2010,11,1,1
1058,1.0,53,1,8.0,45.0,26.0,200.0,23.0,1,2010,4,4,2011,4,3,2010,4,4,0
1059,1.0,37,1,8.0,45.0,67.0,258.0,111.0,5,2010,2,27,2011,2,26,2010,2,27,0
1060,3.0,2,1,16.0,45.0,74.0,258.0,111.0,5,2010,11,25,2011,11,24,2010,11,25,0
1061,1.0,38,1,8.0,25.0,67.0,258.0,111.0,1,2010,10,22,2011,1,20,2010,10,22,0
1062,3.0,33,1,8.0,45.0,67.0,258.0,111.0,1,2010,5,16,2011,5,15,2010,5,16,0
1063,1.0,35,1,16.0,45.0,74.0,258.0,111.0,5,2010,10,9,2011,10,8,2010,10,9,0
1064,1.0,7,2,16.0,45.0,74.0,103.0,46.0,5,2010,9,10,2011,9,9,2010,9,10,0
1065,3.0,39,2,8.0,20.0,67.0,253.0,23.0,1,2010,1,19,2011,1,18,2010,1,19,0
1066,3.0,43,1,16.0,45.0,74.0,258.0,111.0,1,2010,8,27,2011,8,26,2010,8,27,0
1067,3.0,39,1,8.0,45.0,7.0,258.0,111.0,5,2010,4,24,2011,4,23,2010,4,24,0
1068,3.0,49,2,8.0,45.0,31.0,37.0,17.0,5,2010,2,28,2011,2,27,2010,2,28,0
1069,1.0,40,1,8.0,37.0,67.0,115.0,73.0,1,2010,6,3,2011,5,25,2010,6,3,1
1070,3.0,49,1,8.0,45.0,38.0,258.0,111.0,4,2010,11,9,2011,5,9,2010,11,9,0
1071,1.0,45,1,8.0,45.0,67.0,258.0,111.0,5,2010,6,28,2011,6,27,2010,6,28,0
1072,1.0,37,1,3.0,7.0,67.0,159.0,73.0,1,2010,2,26,2011,2,25,2010,2,26,0
1073,3.0,52,1,16.0,4.0,67.0,115.0,73.0,1,2010,5,15,2011,5,10,2010,5,15,1
1074,3.0,43,1,16.0,45.0,74.0,258.0,111.0,5,2010,8,5,2011,8,4,2010,8,5,0
1075,3.0,31,1,8.0,45.0,67.0,258.0,111.0,5,2010,6,8,2011,6,6,2010,6,8,0
1076,1.0,65,1,8.0,45.0,38.0,258.0,111.0,5,2010,4,10,2011,4,9,2010,4,10,0
1077,3.0,72,1,2.0,45.0,49.0,240.0,23.0,2,2010,1,28,2011,1,27,2010,1,28,0
1078,3.0,51,1,16.0,45.0,74.0,258.0,111.0,1,2010,7,30,2011,1,8,2010,7,30,0
1079,1.0,64,1,2.0,7.0,42.0,258.0,111.0,1,2010,6,27,2011,6,26,2010,6,27,0
1080,3.0,47,3,2.0,45.0,58.0,158.0,73.0,1,2010,3,20,2011,3,19,2010,3,20,0
1081,3.0,19,1,8.0,45.0,49.0,247.0,73.0,5,2010,5,26,2011,5,25,2010,5,26,0
1082,3.0,41,1,2.0,45.0,67.0,84.0,39.0,5,2010,7,29,2011,7,27,2010,7,29,0
1083,1.0,53,3,2.0,25.0,67.0,121.0,73.0,1,2010,7,26,2011,7,7,2010,7,26,0
1084,3.0,38,1,8.0,45.0,67.0,258.0,111.0,5,2010,4,3,2011,4,2,2010,4,3,0
1085,3.0,49,1,16.0,45.0,74.0,258.0,111.0,1,2010,8,16,2011,8,15,2010,8,16,0
1086,1.0,35,1,2.0,0.0,26.0,258.0,111.0,5,2010,7,17,2011,7,16,2010,7,17,0
1087,3.0,31,1,8.0,4.0,67.0,237.0,73.0,1,2010,11,15,2011,11,19,2010,11,15,1
1088,3.0,36,1,8.0,45.0,67.0,258.0,111.0,5,2010,2,25,2011,2,24,2010,2,25,0
1089,5.0,30,1,8.0,45.0,67.0,258.0,111.0,5,2010,4,29,2011,4,28,2010,4,29,0
1090,5.0,40,1,8.0,45.0,26.0,258.0,111.0,5,2010,1,8,2011,1,7,2010,1,8,0
1091,3.0,48,1,16.0,45.0,26.0,213.0,93.0,6,2010,4,19,2011,4,18,2010,4,19,0
1092,1.0,31,1,16.0,45.0,74.0,258.0,111.0,5,2010,9,6,2011,9,5,2010,9,6,0
1093,3.0,50,1,8.0,45.0,29.0,237.0,73.0,5,2010,2,14,2011,2,13,2010,2,14,0
1094,1.0,40,1,8.0,45.0,67.0,258.0,111.0,5,2010,7,5,2011,7,4,2010,7,5,0
1095,3.0,40,1,16.0,45.0,74.0,258.0,111.0,5,2010,9,27,2011,9,26,2010,9,27,0
1096,6.0,40,1,16.0,45.0,74.0,258.0,111.0,1,2010,10,10,2011,1,4,2010,10,10,0
1097,1.0,50,1,8.0,45.0,67.0,258.0,111.0,5,2010,1,30,2011,1,29,2010,1,30,0
1098,3.0,30,1,16.0,45.0,74.0,258.0,111.0,5,2010,11,22,2011,11,21,2010,11,22,0
1099,3.0,31,2,16.0,45.0,74.0,258.0,111.0,0,2010,11,8,2011,11,7,2010,11,8,0
1100,3.0,33,1,16.0,45.0,74.0,258.0,111.0,5,2010,9,26,2011,9,25,2010,9,26,0
1101,3.0,41,1,16.0,45.0,74.0,178.0,23.0,1,2010,8,8,2011,8,7,2010,8,8,0
1102,1.0,66,3,3.0,32.0,67.0,115.0,73.0,1,2010,8,30,2011,8,29,2010,8,30,0
1103,1.0,20,1,8.0,45.0,38.0,258.0,111.0,5,2010,6,20,2011,6,19,2010,6,20,0
1104,3.0,37,1,16.0,45.0,74.0,258.0,111.0,1,2010,9,9,2011,9,8,2010,9,9,0
1105,1.0,72,1,2.0,45.0,26.0,247.0,73.0,1,2010,8,16,2011,8,15,2010,8,16,0
1106,3.0,46,1,16.0,45.0,74.0,258.0,111.0,1,2010,11,19,2011,8,3,2010,11,19,0
1107,1.0,35,1,2.0,26.0,67.0,147.0,68.0,1,2010,10,25,2011,10,23,2010,10,25,0
1108,3.0,40,1,2.0,22.0,26.0,258.0,111.0,1,2010,7,28,2011,7,27,2010,7,28,0
1109,7.0,120,1,16.0,45.0,58.0,247.0,73.0,6,2010,11,28,2011,11,27,2010,11,28,0
1110,3.0,32,1,16.0,45.0,74.0,258.0,111.0,1,2010,8,22,2011,5,1,2010,8,22,0
1111,1.0,57,1,2.0,4.0,52.0,158.0,73.0,1,2010,6,7,2011,6,6,2010,6,7,0
1112,1.0,49,1,2.0,4.0,67.0,110.0,23.0,1,2010,10,24,2011,10,23,2010,10,24,0
1113,1.0,38,1,8.0,45.0,50.0,258.0,111.0,5,2010,7,3,2011,7,2,2010,7,3,0
1114,3.0,34,1,2.0,45.0,67.0,258.0,111.0,1,2010,6,20,2011,6,19,2010,6,20,0
1115,3.0,39,1,16.0,45.0,67.0,247.0,73.0,1,2010,4,11,2011,4,10,2010,4,11,0
1116,1.0,30,1,16.0,45.0,74.0,258.0,111.0,1,2010,11,20,2011,11,19,2010,11,20,0
1117,1.0,35,1,16.0,45.0,74.0,258.0,111.0,5,2010,12,12,2011,12,11,2010,12,12,0
1118,3.0,53,1,8.0,45.0,67.0,108.0,49.0,1,2010,3,15,2011,3,14,2010,3,15,0
1119,0.0,120,3,8.0,37.0,67.0,158.0,73.0,1,2010,5,14,2011,5,13,2010,5,14,0
1120,3.0,27,2,8.0,22.0,67.0,258.0,111.0,2,2010,6,21,2011,6,20,2010,6,21,0
1121,3.0,37,2,8.0,22.0,67.0,258.0,111.0,1,2010,7,23,2011,5,10,2010,7,23,1
1122,3.0,1,1,8.0,45.0,67.0,258.0,111.0,5,2010,5,30,2011,5,29,2010,5,30,0
1123,3.0,42,2,2.0,45.0,58.0,159.0,73.0,6,2010,10,28,2011,10,27,2010,10,28,0
1124,3.0,30,1,8.0,45.0,67.0,258.0,111.0,5,2010,7,3,2011,7,2,2010,7,3,0
1125,5.0,52,1,8.0,37.0,67.0,258.0,111.0,1,2010,9,20,2011,9,19,2010,9,20,0
1126,3.0,51,1,8.0,45.0,21.0,258.0,111.0,5,2010,2,20,2011,2,19,2010,2,20,0
1127,3.0,58,1,8.0,37.0,67.0,160.0,73.0,1,2010,3,25,2011,3,21,2010,3,25,0
1128,3.0,50,1,16.0,45.0,74.0,258.0,111.0,5,2010,10,10,2011,10,9,2010,10,10,0
1129,3.0,32,1,8.0,45.0,26.0,258.0,111.0,5,2010,4,12,2011,4,11,2010,4,12,0
1130,1.0,45,1,8.0,45.0,67.0,258.0,111.0,5,2010,6,28,2011,6,27,2010,6,28,0
1131,1.0,27,1,16.0,45.0,74.0,247.0,73.0,1,2010,11,8,2011,11,7,2010,11,8,0
1132,3.0,34,1,8.0,45.0,21.0,258.0,111.0,5,2010,8,1,2011,7,30,2010,8,1,0
1133,1.0,34,1,16.0,45.0,74.0,258.0,111.0,1,2010,9,11,2011,9,10,2010,9,11,0
1134,3.0,32,1,8.0,32.0,67.0,177.0,23.0,1,2010,5,22,2011,5,21,2010,5,22,0
1135,3.0,38,1,8.0,45.0,67.0,115.0,73.0,1,2010,6,13,2011,6,12,2010,6,13,0
1136,3.0,50,1,16.0,45.0,67.0,115.0,73.0,1,2010,6,24,2011,6,23,2010,6,24,0
1137,3.0,40,1,8.0,1.0,67.0,258.0,111.0,1,2010,6,21,2011,6,20,2010,6,21,0
1138,3.0,39,1,8.0,4.0,26.0,258.0,111.0,1,2010,8,11,2011,8,10,2010,8,11,0
1139,3.0,45,1,16.0,45.0,67.0,159.0,73.0,1,2010,10,18,2011,1,17,2010,10,18,0
1140,3.0,42,1,16.0,45.0,74.0,258.0,111.0,5,2010,8,14,2011,8,13,2010,8,14,0
1141,3.0,38,1,16.0,45.0,74.0,258.0,111.0,5,2010,11,8,2011,11,7,2010,11,8,0
1142,7.0,120,1,16.0,4.0,42.0,247.0,73.0,6,2010,11,28,2011,11,27,2010,11,28,0
1143,3.0,37,1,16.0,45.0,74.0,258.0,111.0,5,2010,9,27,2011,9,26,2010,9,27,0
1144,3.0,37,1,8.0,38.0,67.0,258.0,111.0,2,2010,3,1,2011,2,28,2010,3,1,0
1145,1.0,39,1,8.0,45.0,67.0,258.0,111.0,5,2010,4,18,2011,4,17,2010,4,18,0
1146,3.0,38,2,8.0,45.0,67.0,258.0,111.0,5,2010,6,20,2011,6,19,2010,6,20,0
1147,3.0,60,1,16.0,45.0,74.0,258.0,111.0,5,2010,11,21,2011,11,20,2010,11,21,0
1148,3.0,39,1,16.0,45.0,74.0,247.0,73.0,1,2010,11,27,2011,11,26,2010,11,27,0
1149,1.0,53,1,2.0,4.0,21.0,16.0,7.0,1,2010,8,19,2011,8,18,2010,8,19,0
1150,1.0,37,2,8.0,45.0,67.0,34.0,73.0,2,2010,2,22,2011,2,21,2010,2,22,0
1151,3.0,35,1,16.0,45.0,74.0,258.0,111.0,1,2010,9,25,2011,9,24,2010,9,25,0
1152,3.0,38,1,8.0,4.0,26.0,159.0,73.0,1,2010,1,11,2011,1,10,2010,1,11,1
1153,1.0,31,1,8.0,1.0,67.0,258.0,111.0,2,2010,4,20,2011,4,19,2010,4,20,1
1154,1.0,34,2,16.0,45.0,74.0,52.0,31.0,1,2010,9,17,2011,9,16,2010,9,17,0
1155,1.0,49,1,8.0,45.0,67.0,258.0,111.0,5,2010,3,1,2011,3,1,2010,3,1,0
1156,0.0,42,1,16.0,45.0,33.0,247.0,73.0,0,2010,8,23,2011,4,6,2010,8,23,0
1157,3.0,1,1,8.0,45.0,67.0,258.0,111.0,5,2010,7,9,2011,7,8,2010,7,9,0
1158,3.0,48,2,8.0,7.0,67.0,237.0,73.0,1,2010,10,24,2011,10,23,2010,10,24,1
1159,3.0,42,1,8.0,4.0,69.0,237.0,73.0,1,2010,12,12,2011,12,11,2010,12,12,0
1160,1.0,37,1,8.0,37.0,21.0,258.0,111.0,6,2010,11,16,2011,11,15,2010,11,16,0
1161,3.0,43,1,2.0,4.0,69.0,84.0,39.0,1,2010,11,7,2011,11,6,2010,11,7,0
1162,3.0,34,1,16.0,45.0,74.0,258.0,111.0,1,2010,10,2,2011,10,1,2010,10,2,0
1163,3.0,29,1,8.0,45.0,67.0,258.0,111.0,5,2010,4,26,2011,4,25,2010,4,26,0
1164,1.0,64,2,2.0,11.0,21.0,226.0,104.0,2,2010,2,16,2011,2,15,2010,2,16,0
1165,2.0,50,1,8.0,45.0,52.0,258.0,111.0,5,2010,1,3,2011,1,2,2010,1,3,0
1166,3.0,71,1,8.0,37.0,67.0,258.0,111.0,1,2010,9,10,2011,3,22,2010,9,10,0
1167,1.0,25,1,8.0,26.0,67.0,22.0,73.0,1,2010,2,4,2011,2,3,2010,2,4,1
1168,1.0,35,1,16.0,45.0,74.0,155.0,111.0,1,2010,11,18,2011,11,17,2010,11,18,0
1169,3.0,27,1,16.0,45.0,74.0,258.0,111.0,1,2010,10,10,2011,4,8,2010,10,10,0
1170,1.0,32,2,16.0,4.0,67.0,258.0,111.0,1,2010,5,30,2011,4,18,2010,5,30,1
1171,3.0,43,2,2.0,38.0,67.0,115.0,73.0,2,2010,1,21,2011,1,20,2010,1,21,0
1172,7.0,120,4,16.0,45.0,67.0,247.0,73.0,8,2010,9,16,2010,12,31,2010,9,16,1
1173,3.0,38,2,16.0,45.0,52.0,157.0,73.0,0,2010,8,29,2011,8,28,2010,8,29,0
1174,3.0,40,1,8.0,45.0,67.0,258.0,111.0,5,2010,7,23,2011,7,22,2010,7,23,0
1175,3.0,63,1,8.0,45.0,69.0,258.0,111.0,5,2010,4,17,2011,4,16,2010,4,17,0
1176,1.0,31,1,8.0,37.0,67.0,258.0,111.0,1,2010,4,24,2011,4,23,2010,4,24,1
1177,3.0,40,1,8.0,45.0,67.0,258.0,111.0,5,2010,6,3,2011,6,2,2010,6,3,0
1178,1.0,44,1,2.0,0.0,67.0,258.0,111.0,1,2010,7,18,2011,6,29,2010,7,18,0
1179,3.0,50,1,8.0,45.0,38.0,258.0,111.0,5,2010,12,21,2011,12,20,2010,12,21,0
1180,3.0,30,1,8.0,4.0,49.0,258.0,111.0,5,2010,6,4,2011,6,3,2010,6,4,0
1181,3.0,35,1,16.0,45.0,74.0,258.0,111.0,1,2010,9,25,2011,9,24,2010,9,25,0
1182,1.0,44,2,2.0,4.0,21.0,16.0,7.0,1,2010,1,5,2011,1,4,2010,1,5,1
1183,3.0,45,1,16.0,45.0,74.0,258.0,111.0,5,2010,8,7,2011,8,6,2010,8,7,0
1184,3.0,36,1,16.0,45.0,74.0,258.0,111.0,5,2010,9,18,2011,9,17,2010,9,18,0
1185,3.0,32,1,8.0,38.0,52.0,258.0,111.0,1,2010,11,15,2011,11,14,2010,11,15,0
1186,3.0,34,2,8.0,45.0,42.0,217.0,59.0,1,2010,9,26,2011,9,25,2010,9,26,0
1187,3.0,53,1,16.0,45.0,74.0,258.0,111.0,1,2010,8,5,2011,8,4,2010,8,5,0
1188,3.0,40,1,16.0,45.0,74.0,258.0,111.0,1,2010,8,21,2011,8,20,2010,8,21,0
1189,3.0,34,1,8.0,32.0,38.0,258.0,111.0,1,2010,3,29,2011,3,28,2010,3,29,0
